Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Education,Q5_Occupation,Q6_Monthly_Income,Q7_Sustainability_Awareness_1to5,Q8_Action_PublicTransport,Q8_Action_EcoProducts,Q8_Action_PlasticReduce,Q8_Action_EnergyConserve,Q8_Action_WasteSegregation,Q8_Action_DietChange,Q8_Action_SolarEnergy,Q8_Action_None,Q9_EcoChoice_Frequency,Q10_Primary_Commute,Q11_EnvImpact_OnPurchase_1to5,Q12_App_Comfort,Q13_App_UPI,Q13_App_Fitness,Q13_App_Loyalty,Q13_App_FoodDelivery,Q13_App_Ecommerce,Q13_App_Fintech,Q13_App_None,Q14_DataTracking_Consent,Q15_Likelihood_Download_1to5,Q16_Reward_Cashback,Q16_Reward_EcoDiscounts,Q16_Reward_Vouchers,Q16_Reward_TreePlanting,Q16_Reward_Leaderboard,Q16_Reward_Insurance,Q16_Reward_NGO,Q17_WTP_Premium_Subscription,Q18_Monthly_EcoSpend_Category,Q19_Price_Premium_Willingness,Q20_Brand_Trust_1to5,Q21_Barrier_TooExpensive,Q21_Barrier_DontKnowImpact,Q21_Barrier_Inconvenient,Q21_Barrier_NoImpact,Q21_Barrier_TimeConstraint,Q21_Barrier_None,Q22_BrandPref_OrganicFood,Q22_BrandPref_SustFashion,Q22_BrandPref_EV,Q22_BrandPref_CleanBeauty,Q22_BrandPref_HomeKitchen,Q22_BrandPref_GreenTravel,Q22_BrandPref_Solar,Q22_BrandPref_FinancialProducts,Q23_Social_Influence_1to5,Q24_Group_Challenge_Interest,Q25_NPS_0to10,Q26_Environmental_Identity,Q27_Loss_Aversion_Type,Q28_Rewards_Engagement_Depth,Q29_Household_Decision_Role,Q30_Channel_Instagram,Q30_Channel_WhatsApp,Q30_Channel_LinkedIn,Q30_Channel_NewsDigital,Q30_Channel_FriendsFamily,Q30_Channel_OTTAds,Q30_Channel_Influencer,Q30_Channel_Google,TARGET_Will_Adopt_App_0or1,TARGET_Monthly_EcoSpend_INR,TARGET_WTP_Monthly_INR,Noise_Flag,Internal_Tech_Score,Internal_Green_Score,Internal_Spend_Power,Internal_Social_Score
GL2024497,35-44,Male,Tier-3,High school or below,Salaried-Private,30k-60k,2,1,1,1,0,0,0,0,0,Rarely,Bus/Auto,3,Somewhat comfortable,0,0,1,0,0,0,0,Willing if anonymized,2,1,0,0,1,0,0,0,Free only,Zero,Price irrelevant,3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,No-prefer solo,3,Core identity,Gain motivated (earn coins),Rarely check,Joint with parents,0,1,0,1,0,0,0,0,1,0.0,0.0,0,0.3607,0.4117,0.3076,0.3012
GL2024498,35-44,Male,Tier-2,Undergraduate,Salaried-Private,30k-60k,1,1,1,0,0,1,0,0,0,Rarely,Work from home,2,Somewhat comfortable,0,0,1,1,1,0,0,Fully willing,2,0,0,1,1,0,0,0,Free only,Above 6000,No premium,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Maybe depends,4,Aware not priority,Both equal,Check occasionally,Decide for household,0,1,0,0,1,0,0,0,0,8191.0,0.0,0,0.4144,0.1693,0.3448,0.1823
GL2024499,25-34,Female,Metro,Undergraduate,Student,30k-60k,2,0,0,1,0,1,0,0,0,Never,Cycling/Walking,3,Not comfortable,1,0,0,1,0,0,0,Not willing,3,0,1,0,0,0,0,0,Free only,Under 500,No premium,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,3,Maybe depends,4,Core identity,Gain motivated (earn coins),Check occasionally,Decide independently,0,0,0,0,0,0,1,0,1,219.0,0.0,0,0.5047,0.3398,0.4083,0.5102
GL2024500,35-44,Female,Tier-3,High school or below,Salaried-Govt,60k-1L,1,0,1,0,0,0,0,0,0,Never,Metro/Train,2,Not comfortable,1,0,0,0,1,0,0,Not willing,2,0,0,0,0,1,0,0,100-199/mo,Under 500,Up to 5% more,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,3,Yes-love it,5,Care but not central,Neither,Rarely check,Decide independently,0,1,0,0,0,0,0,1,0,269.0,188.0,0,0.1999,0.3286,0.2557,0.4322
GL2024501,18-24,Male,Tier-2,High school or below,Salaried-Private,60k-1L,3,0,1,1,0,1,0,1,0,Rarely,Two-wheeler,3,Very comfortable,1,0,0,0,1,0,0,Willing if improves rewards,3,1,1,0,0,0,0,0,50-99/mo,Under 500,Up to 10% more,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,No-prefer solo,2,Aware not priority,Loss motivated (lose coins),Check occasionally,Someone else decides,0,1,1,0,0,0,0,0,0,238.0,83.0,0,0.4452,0.3553,0.2835,0.2124
GL2024502,35-44,Male,Metro,Undergraduate,Salaried-Private,30k-60k,2,0,0,0,0,1,0,0,0,Frequently,Electric vehicle,2,Not comfortable,1,1,1,1,0,0,0,Fully willing,4,1,0,0,0,1,0,0,50-99/mo,3000-6000,Up to 20% more,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,Yes-love it,3,Core identity,Loss motivated (lose coins),Actively track,Decide independently,0,1,0,0,0,0,0,0,1,4870.0,91.0,0,0.5126,0.3177,0.3783,0.2781
GL2024503,35-44,Male,Metro,Postgraduate,Salaried-Private,15k-30k,2,1,1,0,1,0,0,0,0,Rarely,Two-wheeler,3,Not comfortable,1,0,0,1,0,0,0,Willing if anonymized,3,0,0,0,0,0,0,1,100-199/mo,Zero,Up to 5% more,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Maybe depends,4,Aware not priority,Gain motivated (earn coins),Actively track,Decide for household,0,0,0,1,1,0,0,0,0,0.0,183.0,0,0.3391,0.2899,0.497,0.3519
GL2024504,25-34,Male,Tier-3,High school or below,Salaried-Govt,30k-60k,2,0,0,0,1,0,1,0,0,Rarely,Bus/Auto,1,Very comfortable,0,0,1,0,0,1,0,Fully willing,3,1,0,0,1,0,0,0,Up to 49/mo,Zero,Up to 10% more,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,No-prefer solo,1,Aware not priority,Neither,Actively track,Decide independently,1,0,0,0,1,0,0,0,1,0.0,18.0,0,0.3169,0.1242,0.333,0.0084
GL2024505,45-54,Male,Tier-2,Doctoral,Business owner,30k-60k,2,0,1,0,0,0,0,0,0,Frequently,Bus/Auto,2,Very comfortable,1,0,0,1,1,1,0,Willing if anonymized,3,1,0,0,0,0,0,0,Free only,Under 500,Up to 5% more,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,No-prefer solo,1,Aware not priority,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,1,0,0,0,0,1,0,217.0,0.0,0,0.5416,0.3707,0.1506,0.1215
GL2024506,25-34,Male,Tier-3,Undergraduate,Salaried-Govt,15k-30k,2,1,0,1,0,0,1,0,0,Occasionally,Cycling/Walking,2,Very comfortable,1,0,1,0,0,0,0,Willing if improves rewards,2,1,0,0,0,1,0,0,100-199/mo,Zero,Up to 5% more,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Maybe depends,4,Care but not central,Loss motivated (lose coins),Rarely check,Joint with spouse,0,1,0,0,0,0,1,0,0,0.0,147.0,0,0.3017,0.3138,0.2942,0.1973
GL2024507,18-24,Male,Tier-3,Undergraduate,Business owner,15k-30k,2,0,0,0,0,0,0,0,1,Rarely,Two-wheeler,3,Very comfortable,1,0,1,0,1,0,0,Willing if improves rewards,2,0,1,0,0,0,0,0,50-99/mo,1500-3000,Up to 5% more,2,0,0,1,0,0,1,0,1,0,1,1,1,1,0,2,Not interested,3,Care but not central,Loss motivated (lose coins),Strategically maximise,Joint with parents,0,0,0,1,0,0,1,0,1,1970.0,80.0,0,0.4252,0.3064,0.2674,0.2521
GL2024508,18-24,Male,Tier-3,High school or below,Salaried-Private,30k-60k,2,0,0,0,0,0,0,0,1,Frequently,Electric vehicle,2,Somewhat comfortable,1,1,1,1,1,1,0,Willing if anonymized,2,1,1,0,0,0,0,1,100-199/mo,1500-3000,Up to 10% more,2,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2,Maybe depends,3,Aware not priority,Loss motivated (lose coins),Check occasionally,Decide for household,1,0,0,0,0,0,0,0,0,1830.0,117.0,0,0.5159,0.1448,0.1894,0.2815
GL2024509,25-34,Male,Tier-2,Undergraduate,Self-employed,60k-1L,2,1,1,0,1,0,1,0,0,Rarely,Bus/Auto,2,Very comfortable,1,1,0,0,1,1,0,Willing if anonymized,2,0,1,0,0,0,0,0,Free only,Zero,No premium,3,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,Yes-love it,3,Aware not priority,Loss motivated (lose coins),Strategically maximise,Decide independently,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.364,0.3488,0.2951,0.1608
GL2024510,25-34,Female,Rural,Postgraduate,Business owner,1L-2L,3,0,1,1,0,0,1,0,0,Always,Two-wheeler,2,Very comfortable,1,0,0,0,0,0,0,Willing if improves rewards,3,0,0,0,1,0,1,1,200-399/mo,Under 500,Up to 10% more,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,2,Not interested,4,Care but not central,Loss motivated (lose coins),Rarely check,Decide independently,0,1,0,0,1,0,0,0,0,283.0,376.0,0,0.2252,0.353,0.5946,0.2659
GL2024511,18-24,Male,Tier-2,Undergraduate,Salaried-Govt,60k-1L,1,0,1,0,0,0,0,0,0,Always,Bus/Auto,1,Somewhat comfortable,1,1,1,1,0,0,0,Not willing,2,0,0,1,0,0,0,0,100-199/mo,500-1500,Up to 5% more,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,Maybe depends,3,Core identity,Gain motivated (earn coins),Check occasionally,Joint with parents,0,1,0,0,0,0,0,0,1,813.0,137.0,0,0.4685,0.2395,0.2806,0.2132
GL2024512,25-34,Male,Metro,High school or below,Homemaker,60k-1L,2,0,0,0,1,0,0,0,0,Occasionally,Cycling/Walking,4,Somewhat comfortable,1,0,0,0,1,1,0,Willing if improves rewards,3,1,1,0,0,0,0,0,Free only,Zero,Up to 5% more,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,Maybe depends,2,Care but not central,Loss motivated (lose coins),Check occasionally,Decide independently,0,0,1,0,0,0,0,1,0,0.0,0.0,0,0.3979,0.4315,0.3284,0.1469
GL2024513,25-34,Male,Tier-2,High school or below,Salaried-Govt,30k-60k,2,1,1,0,0,0,0,0,0,Frequently,Two-wheeler,2,Somewhat comfortable,1,0,1,0,1,1,0,Fully willing,2,0,0,1,0,0,0,0,Free only,Zero,Up to 5% more,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,No-prefer solo,2,Aware not priority,Gain motivated (earn coins),Check occasionally,Joint with spouse,1,0,0,1,0,0,0,0,1,0.0,0.0,0,0.3952,0.376,0.2669,0.2517
GL2024514,25-34,Male,Tier-3,Undergraduate,Salaried-Private,30k-60k,2,0,0,1,0,0,0,0,0,Never,Cycling/Walking,3,Very comfortable,1,1,0,1,1,1,0,Fully willing,2,0,0,0,0,0,0,0,50-99/mo,500-1500,No premium,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,Not interested,3,Aware not priority,Both equal,Strategically maximise,Joint with spouse,1,1,0,0,0,0,0,0,0,984.0,60.0,0,0.471,0.4535,0.2247,0.143
GL2024515,35-44,Non-binary/Other,Tier-3,Undergraduate,Retired,30k-60k,2,1,1,1,0,0,0,0,0,Rarely,Cycling/Walking,2,Somewhat comfortable,1,0,1,0,0,0,0,Fully willing,3,0,0,0,0,0,0,0,100-199/mo,500-1500,Up to 20% more,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2,No-prefer solo,3,Core identity,Neither,Check occasionally,Decide for household,1,0,0,0,1,0,0,0,0,962.0,138.0,0,0.3935,0.3086,0.3466,0.0973
GL2024516,45-54,Male,Rural,Undergraduate,Salaried-Govt,Below 15k,2,0,0,0,0,1,0,0,0,Always,Cycling/Walking,1,Not comfortable,1,0,0,0,0,0,0,Fully willing,2,0,0,0,1,0,0,0,Free only,Zero,Up to 5% more,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,No-prefer solo,2,Care but not central,Loss motivated (lose coins),Rarely check,Joint with spouse,0,1,0,1,0,0,0,0,1,0.0,0.0,0,0.1851,0.2105,0.1125,0.0624
GL2024517,45-54,Female,Tier-3,Postgraduate,Retired,15k-30k,1,0,0,0,0,1,0,0,0,Frequently,Personal car/SUV,2,Not comfortable,0,0,0,0,1,0,0,Fully willing,2,1,0,0,1,0,0,0,Free only,500-1500,Price irrelevant,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Maybe depends,3,Core identity,Both equal,Rarely check,Decide independently,0,1,1,0,0,0,0,0,0,1066.0,0.0,0,0.2537,0.1775,0.3353,0.2961
GL2024518,35-44,Female,Tier-3,Undergraduate,Business owner,60k-1L,2,0,0,0,0,0,0,0,1,Always,Work from home,3,Somewhat comfortable,0,0,1,1,0,0,0,Willing if anonymized,2,1,1,0,0,1,0,0,100-199/mo,Under 500,Up to 5% more,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,Maybe depends,3,Care but not central,Loss motivated (lose coins),Strategically maximise,Decide independently,0,0,0,0,0,0,0,1,1,279.0,170.0,0,0.3728,0.3307,0.2663,0.3379
GL2024519,25-34,Female,Tier-3,Undergraduate,Salaried-Private,Above 2L,2,0,0,0,0,1,0,0,0,Never,Cycling/Walking,2,Somewhat comfortable,0,0,0,1,0,0,0,Willing if anonymized,2,0,0,0,0,0,0,0,Up to 49/mo,Under 500,Price irrelevant,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,3,No-prefer solo,3,Aware not priority,Both equal,Check occasionally,Decide for household,1,1,0,0,0,0,0,0,0,269.0,23.0,0,0.4995,0.3261,0.3297,0.3562
GL2024520,55+,Male,Tier-2,Postgraduate,Homemaker,Below 15k,2,0,1,0,0,1,0,0,0,Occasionally,Cycling/Walking,2,Not comfortable,1,1,0,0,0,0,0,Willing if improves rewards,2,1,1,0,0,0,1,0,Free only,Under 500,Up to 5% more,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,No-prefer solo,2,Not relevant,Loss motivated (lose coins),Rarely check,Decide independently,1,0,0,0,1,0,0,0,0,200.0,0.0,0,0.3093,0.2266,0.2673,0.0
GL2024521,18-24,Male,Tier-3,Postgraduate,Student,1L-2L,3,0,1,0,1,0,0,0,0,Always,Metro/Train,3,Not comfortable,0,0,1,0,1,1,0,Fully willing,3,0,0,1,0,0,0,0,Free only,1500-3000,Price irrelevant,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,Not interested,3,Care but not central,Loss motivated (lose coins),Check occasionally,Decide independently,1,0,0,0,0,0,0,0,1,2303.0,0.0,2,0.5924,0.3584,0.2345,0.1575
GL2024522,55+,Male,Metro,Undergraduate,Self-employed,15k-30k,2,1,0,1,0,1,0,0,0,Occasionally,Metro/Train,1,Very comfortable,1,0,0,1,1,1,0,Willing if improves rewards,2,1,0,0,0,0,0,0,Free only,Zero,Up to 20% more,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Maybe depends,3,Core identity,Loss motivated (lose coins),Check occasionally,Decide independently,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0.4514,0.2787,0.2395,0.0
GL2024523,45-54,Female,Tier-3,Postgraduate,Salaried-Private,15k-30k,3,0,0,0,0,0,1,0,0,Occasionally,Personal car/SUV,3,Not comfortable,1,1,0,0,1,0,0,Willing if improves rewards,2,0,0,0,0,0,0,0,50-99/mo,Under 500,Up to 20% more,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,Yes-love it,4,Care but not central,Gain motivated (earn coins),Rarely check,Joint with spouse,1,0,0,0,1,0,0,0,1,207.0,75.0,0,0.3443,0.4415,0.3325,0.1857
GL2024524,55+,Male,Tier-2,High school or below,Retired,30k-60k,2,1,0,0,0,0,0,0,0,Rarely,Two-wheeler,2,Not comfortable,1,0,0,1,0,0,0,Not willing,2,1,0,0,1,0,0,0,50-99/mo,1500-3000,Up to 5% more,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,Maybe depends,4,Aware not priority,Both equal,Rarely check,Decide for household,0,0,0,1,0,0,0,1,1,2114.0,100.0,0,0.0994,0.1123,0.3251,0.1247
GL2024525,25-34,Male,Tier-2,High school or below,Business owner,Below 15k,2,0,0,1,1,0,0,0,0,Always,Two-wheeler,2,Somewhat comfortable,1,0,0,0,0,0,0,Not willing,2,0,0,1,1,1,0,0,100-199/mo,500-1500,Up to 5% more,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,Yes-love it,2,Care but not central,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,0,0,1,0,0,1,883.0,192.0,0,0.2586,0.2079,0.1264,0.3607
GL2024526,18-24,Male,Tier-2,Undergraduate,Student,15k-30k,3,1,0,1,0,0,0,0,0,Never,Metro/Train,2,Very comfortable,1,0,1,1,0,0,0,Willing if anonymized,3,0,1,0,1,0,0,0,50-99/mo,500-1500,Up to 20% more,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,Maybe depends,3,Care but not central,Neither,Strategically maximise,Joint with parents,0,0,0,0,0,0,0,0,1,1186.0,73.0,0,0.5718,0.3583,0.3333,0.2734
GL2024527,35-44,Male,Rural,Undergraduate,Business owner,Below 15k,2,1,0,1,0,0,0,0,0,Always,Work from home,1,Somewhat comfortable,0,0,0,1,0,0,0,Not willing,2,1,0,0,1,0,0,1,Free only,Under 500,Up to 10% more,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,Maybe depends,2,Care but not central,Gain motivated (earn coins),Strategically maximise,Joint with spouse,0,1,0,0,1,0,0,0,0,303.0,0.0,0,0.2746,0.3215,0.0754,0.0837
GL2024528,35-44,Male,Tier-2,Undergraduate,Business owner,15k-30k,1,1,0,1,0,0,0,0,0,Never,Electric vehicle,2,Very comfortable,1,0,0,1,0,0,0,Fully willing,1,1,0,0,0,0,0,0,Up to 49/mo,Zero,Up to 20% more,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Maybe depends,2,Care but not central,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,1,0,0,0,1,1,0.0,26.0,0,0.2776,0.2161,0.1063,0.0501
GL2024529,25-34,Male,Rural,High school or below,Business owner,30k-60k,1,0,1,0,0,1,1,0,0,Occasionally,Two-wheeler,2,Very comfortable,0,0,1,0,0,1,0,Willing if anonymized,2,0,0,0,0,1,0,0,Up to 49/mo,Zero,Up to 5% more,3,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,Not interested,3,Care but not central,Gain motivated (earn coins),Actively track,Decide for household,0,0,0,0,0,0,1,0,0,0.0,28.0,0,0.3321,0.1692,0.2072,0.3145
GL2024530,18-24,Male,Metro,Postgraduate,Student,Below 15k,2,0,0,0,0,0,0,0,1,Occasionally,Metro/Train,1,Somewhat comfortable,1,0,1,0,1,0,0,Willing if anonymized,3,0,0,0,0,1,0,0,Up to 49/mo,Above 6000,Up to 10% more,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,Maybe depends,2,Aware not priority,Gain motivated (earn coins),Actively track,Joint with spouse,1,0,0,0,0,0,0,1,1,7647.0,22.0,2,0.5192,0.3109,0.2227,0.3931
GL2024531,55+,Male,Tier-2,Undergraduate,Self-employed,60k-1L,4,1,1,0,0,0,0,1,0,Frequently,Personal car/SUV,2,Somewhat comfortable,1,0,1,0,1,0,0,Willing if anonymized,2,0,1,1,0,0,0,0,50-99/mo,3000-6000,Up to 20% more,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,No-prefer solo,1,Not relevant,Gain motivated (earn coins),Actively track,Decide for household,1,1,0,0,0,0,0,0,0,4675.0,86.0,1,0.254,0.3103,0.4355,0.0
GL2024532,25-34,Male,Rural,High school or below,Self-employed,15k-30k,2,1,0,1,0,0,0,1,0,Never,Two-wheeler,2,Very comfortable,0,1,0,0,1,0,0,Willing if anonymized,2,1,1,0,0,0,0,0,Up to 49/mo,Under 500,No premium,3,1,0,0,0,1,0,1,1,0,0,1,0,0,1,3,Yes-love it,2,Core identity,Gain motivated (earn coins),Check occasionally,Joint with parents,1,0,0,0,0,0,1,0,0,233.0,22.0,0,0.3152,0.1936,0.3286,0.3009
GL2024533,18-24,Female,Rural,High school or below,Salaried-Private,15k-30k,2,1,0,0,0,0,0,0,0,Occasionally,Two-wheeler,2,Somewhat comfortable,1,0,1,1,0,0,0,Willing if anonymized,2,0,0,1,0,0,0,0,Free only,1500-3000,No premium,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,Maybe depends,2,Care but not central,Both equal,Rarely check,Joint with parents,1,1,0,0,0,0,0,0,0,2606.0,0.0,0,0.3976,0.2835,0.1199,0.3505
GL2024534,25-34,Male,Tier-3,Undergraduate,Business owner,15k-30k,1,0,0,1,0,0,0,0,0,Occasionally,Personal car/SUV,2,Not comfortable,1,1,0,0,0,0,0,Willing if improves rewards,2,0,0,0,0,0,1,0,50-99/mo,500-1500,Up to 5% more,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Maybe depends,2,Aware not priority,Loss motivated (lose coins),Actively track,Joint with spouse,0,1,0,0,0,0,0,0,1,877.0,73.0,0,0.4537,0.0617,0.2005,0.0724
GL2024535,35-44,Male,Tier-2,High school or below,Homemaker,60k-1L,2,0,0,1,0,0,1,0,0,Occasionally,Two-wheeler,2,Somewhat comfortable,1,0,1,1,0,1,0,Fully willing,2,0,0,1,0,0,1,0,Free only,Under 500,Up to 5% more,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,No-prefer solo,3,Care but not central,Neither,Strategically maximise,Joint with spouse,0,1,0,0,0,0,0,0,1,273.0,0.0,0,0.273,0.22,0.2807,0.1196
GL2024536,55+,Female,Rural,High school or below,Self-employed,Below 15k,1,0,1,0,0,0,0,0,0,Never,Bus/Auto,1,Not comfortable,0,0,0,0,0,0,1,Willing if anonymized,1,1,0,0,0,1,1,0,Free only,3000-6000,Up to 10% more,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,Yes-love it,1,Aware not priority,Gain motivated (earn coins),Check occasionally,Decide independently,0,0,0,0,1,0,0,0,1,4616.0,0.0,0,0.0,0.1874,0.2953,0.2546
GL2024537,18-24,Female,Tier-2,Undergraduate,Homemaker,30k-60k,2,0,1,1,0,1,1,1,0,Frequently,Personal car/SUV,3,Somewhat comfortable,1,0,0,1,0,0,0,Willing if improves rewards,3,0,1,1,0,0,0,0,Free only,3000-6000,Up to 20% more,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,Maybe depends,5,Not relevant,Loss motivated (lose coins),Actively track,Decide independently,1,0,0,0,0,0,0,0,1,4523.0,0.0,0,0.3387,0.3159,0.4963,0.6215
GL2024538,25-34,Male,Tier-2,Undergraduate,Salaried-Private,Below 15k,3,0,0,1,0,0,0,0,0,Never,Two-wheeler,3,Somewhat comfortable,1,0,0,0,0,1,0,Fully willing,2,0,0,0,0,0,0,0,Free only,Zero,Up to 10% more,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,No-prefer solo,3,Care but not central,Loss motivated (lose coins),Rarely check,Decide independently,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0.4493,0.3067,0.1786,0.2695
GL2024539,25-34,Male,Rural,High school or below,Salaried-Govt,Below 15k,1,0,1,1,0,0,0,0,0,Rarely,Two-wheeler,2,Not comfortable,0,1,0,0,1,0,0,Willing if improves rewards,3,0,0,0,0,0,0,0,Free only,Zero,Up to 20% more,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Yes-love it,3,Aware not priority,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0.0868,0.1815,0.0573,0.1602
GL2024540,45-54,Male,Tier-3,Undergraduate,Salaried-Private,Below 15k,3,0,0,0,1,1,1,0,0,Rarely,Bus/Auto,1,Not comfortable,1,0,0,0,0,1,0,Fully willing,2,1,0,1,0,1,0,0,100-199/mo,500-1500,Price irrelevant,4,0,1,0,0,0,0,0,1,0,1,1,0,0,1,3,Yes-love it,4,Aware not priority,Gain motivated (earn coins),Actively track,Decide for household,0,0,0,0,1,1,0,0,0,874.0,110.0,0,0.3401,0.3212,0.1426,0.1462
GL2024541,25-34,Female,Tier-3,Undergraduate,Student,30k-60k,3,1,1,0,1,1,0,0,0,Occasionally,Two-wheeler,3,Somewhat comfortable,1,0,1,0,1,0,0,Willing if anonymized,3,0,0,0,1,0,0,0,100-199/mo,Under 500,Up to 20% more,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,Yes-love it,2,Aware not priority,Both equal,Strategically maximise,Joint with spouse,1,0,0,0,0,0,0,0,0,281.0,143.0,0,0.236,0.4717,0.3284,0.2993
GL2024542,25-34,Non-binary/Other,Metro,Doctoral,Salaried-Private,30k-60k,2,0,1,1,0,0,0,0,0,Occasionally,Work from home,2,Not comfortable,1,1,1,1,1,0,0,Willing if anonymized,3,1,0,1,0,0,0,0,100-199/mo,1500-3000,No premium,3,1,0,0,0,1,0,1,0,1,1,0,0,1,0,2,Maybe depends,3,Aware not priority,Both equal,Rarely check,Decide independently,0,0,0,1,0,0,1,0,0,1780.0,107.0,0,0.7271,0.3431,0.4958,0.3175
GL2024543,25-34,Male,Tier-3,Undergraduate,Salaried-Govt,60k-1L,2,0,0,0,1,0,0,0,0,Frequently,Two-wheeler,2,Somewhat comfortable,1,1,0,1,1,1,0,Willing if anonymized,2,1,0,0,0,0,1,0,Free only,Under 500,Price irrelevant,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,Not interested,1,Care but not central,Gain motivated (earn coins),Rarely check,Decide independently,1,0,0,0,0,1,0,0,1,238.0,0.0,0,0.3864,0.2453,0.2225,0.2329
GL2024544,45-54,Male,Metro,High school or below,Salaried-Private,1L-2L,2,0,1,0,1,0,0,1,0,Occasionally,Metro/Train,2,Not comfortable,0,0,0,0,0,0,1,Not willing,2,0,1,0,0,0,0,0,50-99/mo,Under 500,Up to 5% more,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Yes-love it,2,Core identity,Gain motivated (earn coins),Check occasionally,Decide independently,0,0,0,0,1,1,0,0,0,246.0,73.0,0,0.387,0.2455,0.3393,0.1774
GL2024545,45-54,Male,Tier-2,Undergraduate,Retired,30k-60k,3,0,1,1,0,0,1,0,0,Always,Work from home,2,Somewhat comfortable,1,1,0,1,1,1,0,Willing if anonymized,3,1,0,0,0,1,0,0,Free only,500-1500,No premium,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Yes-love it,2,Aware not priority,Neither,Strategically maximise,Decide independently,0,0,0,0,0,0,1,0,1,885.0,0.0,0,0.3172,0.3564,0.303,0.086
GL2024546,18-24,Male,Metro,Undergraduate,Self-employed,15k-30k,2,0,1,0,0,0,0,0,0,Frequently,Two-wheeler,3,Very comfortable,1,0,0,0,0,0,0,Willing if anonymized,2,0,1,0,0,1,0,1,Free only,Zero,Up to 10% more,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Yes-love it,1,Aware not priority,Neither,Rarely check,Joint with parents,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.2921,0.5272,0.4107,0.1462
GL2024547,35-44,Male,Tier-3,Undergraduate,Salaried-Private,1L-2L,1,0,0,0,0,1,0,0,0,Rarely,Cycling/Walking,1,Not comfortable,1,1,1,0,1,0,0,Willing if anonymized,2,1,1,0,0,0,0,0,50-99/mo,Zero,Price irrelevant,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,No-prefer solo,1,Care but not central,Loss motivated (lose coins),Rarely check,Decide for household,0,1,0,0,0,0,0,1,0,0.0,66.0,0,0.4083,0.1058,0.4205,0.1097
